Address,SoldPrice,Bedrooms,Bathrooms,AreaSqFt,PropertyType,Neighborhood,PricePerSqFt
"5072 Diamond Heights Blvd, San Francisco, CA, 94131",715000,,2.0,1050.0,CONDO,San Francisco,680.952380952381
"1621 7th Ave, San Francisco, CA, 94122",1415000,2.0,1.0,1372.0,SINGLE_FAMILY,San Francisco,1031.3411078717202
"712 Wisconsin St, San Francisco, CA, 94107",2215000,3.0,2.0,1757.0,CONDOS,San Francisco,1260.6715993170176
"154 Saturn St, San Francisco, CA, 94114",2300000,3.0,3.0,2128.0,SINGLE_FAMILY,San Francisco,1080.827067669173
"3418 26th St Apt 7, San Francisco, CA, 94110",545000,1.0,1.0,498.0,CONDOS,San Francisco,1094.3775100401606
"34 Clarendon Ave, San Francisco, CA, 94114",3150000,3.0,3.0,3052.0,SINGLE_FAMILY,San Francisco,1032.1100917431193
"2195 Green St Apt 2, San Francisco, CA, 94123",1355000,2.0,2.0,1359.0,CONDOS,San Francisco,997.0566593083149
"81 Kirkwood Ave, San Francisco, CA, 94124",998800,3.0,2.0,1522.0,SINGLE_FAMILY,San Francisco,656.2417871222076
"175 Bluxome St Unit 213, San Francisco, CA, 94107",730000,2.0,2.0,1072.0,CONDOS,San Francisco,680.9701492537314
"5800 3rd St Unit 1101, San Francisco, CA, 94124",615000,1.0,1.0,816.0,CONDOS,San Francisco,753.6764705882352
"111 Chestnut St Unit 411, San Francisco, CA, 94111",1025000,,,1458.0,CONDO,San Francisco,703.0178326474622
"4598 17th St, San Francisco, CA, 94114",2000000,3.0,3.0,1568.0,CONDO,San Francisco,1275.5102040816328
"904 Filbert St, San Francisco, CA, 94133",2835000,2.0,2.0,1758.0,CONDO,San Francisco,1612.627986348123
"3338 17th St Apt 104, San Francisco, CA, 94110",516000,,,1043.0,CONDO,San Francisco,494.7267497603068
"374 Valley St, San Francisco, CA, 94131",1900000,3.0,3.0,1832.0,SINGLE_FAMILY,San Francisco,1037.117903930131
"1177 California St Apt 1224, San Francisco, CA, 94108",1295000,2.0,2.0,1653.0,CONDOS,San Francisco,783.4240774349668
"3345 17th St Apt 5, San Francisco, CA, 94110",775000,1.0,1.0,1015.0,CONDOS,San Francisco,763.5467980295566
"2431 Chestnut St, San Francisco, CA, 94123",1275000,2.0,1.0,1280.0,CONDO,San Francisco,996.09375
"1688 Pine St Unit W802, San Francisco, CA, 94109",1418000,2.0,2.0,1104.0,CONDOS,San Francisco,1284.4202898550725
"1 S Park St Apt 203, San Francisco, CA, 94107",795000,1.0,1.0,731.0,CONDOS,San Francisco,1087.5512995896033
"77 Dow Pl Apt 901, San Francisco, CA, 94107",759000,1.0,1.0,1022.0,CONDOS,San Francisco,742.6614481409002
"750-752 Cabrillo St, San Francisco, CA, 94118",1420000,5.0,5.0,2660.0,MULTI_FAMILY,San Francisco,533.8345864661654
"129 Meadowbrook Dr, San Francisco, CA, 94132",1825000,3.0,2.0,1678.0,SINGLE_FAMILY,San Francisco,1087.6042908224076
"3051 San Bruno Ave Apt 301, San Francisco, CA, 94134",700000,2.0,2.0,990.0,CONDO,San Francisco,707.070707070707
"2786 38th Ave, San Francisco, CA, 94116",1750000,4.0,3.0,1837.0,SINGLE_FAMILY,San Francisco,952.6401741970604
"1401-1405 Church St, San Francisco, CA, 94131",1695000,4.0,5.0,3754.0,MULTI_FAMILY,San Francisco,451.51838039424615
"255 Gellert Dr, San Francisco, CA, 94132",2395000,5.0,3.0,2755.0,SINGLE_FAMILY,San Francisco,869.3284936479129
"1117 Cayuga Ave, San Francisco, CA, 94112",1020000,3.0,1.0,1313.0,SINGLE_FAMILY,San Francisco,776.8469154607768
"735 Le Conte Ave, San Francisco, CA, 94124",1182000,3.0,3.0,1867.0,SINGLE_FAMILY,San Francisco,633.101231922871
"170 Thrift St, San Francisco, CA, 94112",1360000,4.0,2.0,1845.0,SINGLE_FAMILY,San Francisco,737.1273712737127
"4800 3rd St Unit 406, San Francisco, CA, 94124",396989,2.0,1.0,1073.0,CONDOS,San Francisco,369.98042870456663
"5 Lois Ln, San Francisco, CA, 94134",1210000,3.0,2.0,1716.0,SINGLE_FAMILY,San Francisco,705.1282051282051
"229 Brannan St Unit 11J, San Francisco, CA, 94107",1357000,2.0,2.0,1412.0,CONDOS,San Francisco,961.0481586402266
"451 Kansas St Unit 547, San Francisco, CA, 94107",746000,1.0,1.0,694.0,CONDOS,San Francisco,1074.92795389049
"2962 19th Ave, San Francisco, CA, 94132",1810000,4.0,4.0,2543.0,SINGLE_FAMILY,San Francisco,711.757766417617
"2579 28th Ave, San Francisco, CA, 94116",2800000,4.0,4.0,2367.0,SINGLE_FAMILY,San Francisco,1182.9319814110688
"230 Castro St, San Francisco, CA, 94114",2075000,6.0,,6600.0,MULTI_FAMILY,San Francisco,314.3939393939394
"760 Treat Ave # 2, San Francisco, CA, 94110",1100000,2.0,2.0,1041.0,CONDO,San Francisco,1056.6762728146014
"364-366 3rd Ave, San Francisco, CA, 94118",2550000,4.0,4.0,2795.0,MULTI_FAMILY,San Francisco,912.3434704830054
"204 Juanita Way, San Francisco, CA, 94127",1450000,3.0,1.0,2600.0,SINGLE_FAMILY,San Francisco,557.6923076923077
"1670 27th Ave, San Francisco, CA, 94122",2836000,4.0,4.0,2545.0,SINGLE_FAMILY,San Francisco,1114.3418467583497
"798 Stanyan St Apt 2, San Francisco, CA, 94117",1248000,1.0,1.0,1120.0,CONDOS,San Francisco,1114.2857142857142
"1187 Hollister St, San Francisco, CA, 94124",850000,2.0,1.0,937.0,SINGLE_FAMILY,San Francisco,907.1504802561366
"200 29th St Unit 2, San Francisco, CA, 94131",1490000,2.0,2.0,1294.0,CONDOS,San Francisco,1151.468315301391
"117A Frederick St, San Francisco, CA, 94117",1315000,,,923.0,CONDO,San Francisco,1424.7020585048754
"2278 14th Ave, San Francisco, CA, 94116",2000000,5.0,5.0,2388.0,SINGLE_FAMILY,San Francisco,837.5209380234506
"1867 15th Ave, San Francisco, CA, 94122",2360000,3.0,2.0,2426.0,SINGLE_FAMILY,San Francisco,972.7947238252267
"901 Bush St Apt 205, San Francisco, CA, 94109",450000,1.0,1.0,556.0,CONDOS,San Francisco,809.3525179856115
"2741 Vallejo St, San Francisco, CA, 94123",7650000,5.0,4.0,4645.0,SINGLE_FAMILY,San Francisco,1646.9321851453176
"3 Laussat St, San Francisco, CA, 94102",2050000,1.0,1.0,710.0,SINGLE_FAMILY,San Francisco,2887.323943661972
"1235 McAllister St Apt 224, San Francisco, CA, 94115",451928,1.0,1.0,666.0,CONDOS,San Francisco,678.5705705705706
"1351 Washington St, San Francisco, CA, 94109",1350000,3.0,1.0,1800.0,APARTMENT,San Francisco,750.0
"1444 Vallejo St Apt 2, San Francisco, CA, 94109",1170000,2.0,2.0,1133.0,APARTMENT,San Francisco,1032.6566637246249
"55 Norwich St, San Francisco, CA, 94110",1100000,2.0,1.0,915.0,CONDOS,San Francisco,1202.1857923497269
"2353 Bush St, San Francisco, CA, 94115",1250000,3.0,1.0,1590.0,CONDOS,San Francisco,786.1635220125786
"1177 California St Apt 226, San Francisco, CA, 94108",399000,,1.0,544.0,CONDO,San Francisco,733.4558823529412
"3338 17th St Apt 210, San Francisco, CA, 94110",387500,,,781.0,CONDO,San Francisco,496.15877080665814
"382 Green St Apt 3, San Francisco, CA, 94133",637000,1.0,1.0,462.0,CONDOS,San Francisco,1378.7878787878788
"2210 Golden Gate Ave, San Francisco, CA, 94118",925000,2.0,1.0,1093.0,CONDOS,San Francisco,846.2946020128088
"62-64 Baker St, San Francisco, CA, 94117",1600000,11.0,3.0,3660.0,MULTI_FAMILY,San Francisco,437.1584699453552
"8200 Oceanview Ter Apt 419, San Francisco, CA, 94132",540000,1.0,1.0,743.0,CONDOS,San Francisco,726.7833109017497
"152 Carnelian Way, San Francisco, CA, 94131",1325000,3.0,2.0,1959.0,TOWNHOMES,San Francisco,676.3654925982644
"1048 Le Conte Ave, San Francisco, CA, 94124",950000,3.0,3.0,1556.0,SINGLE_FAMILY,San Francisco,610.5398457583548
"19 Gaviota Way, San Francisco, CA, 94127",2100000,3.0,2.0,2086.0,SINGLE_FAMILY,San Francisco,1006.7114093959732
"2337 Irving St, San Francisco, CA, 94122",2500000,,,5149.0,OTHER,San Francisco,485.53117110118467
"140 San Fernando Way, San Francisco, CA, 94127",3380000,3.0,3.0,2426.0,SINGLE_FAMILY,San Francisco,1393.239901071723
"778 44th Ave, San Francisco, CA, 94121",1230000,,1.0,1350.0,SINGLE_FAMILY,San Francisco,911.1111111111111
"976-978 Noe St, San Francisco, CA, 94114",2000000,4.0,2.0,2662.0,MULTI_FAMILY,San Francisco,751.3148009015778
"2655 Broderick St, San Francisco, CA, 94123",5437000,4.0,3.0,3577.0,SINGLE_FAMILY,San Francisco,1519.988817444786
"73 Del Monte St, San Francisco, CA, 94112",1180000,2.0,2.0,1110.0,SINGLE_FAMILY,San Francisco,1063.063063063063
"312 Mount Vernon Ave, San Francisco, CA, 94112",1518000,3.0,5.0,1990.0,SINGLE_FAMILY,San Francisco,762.8140703517588
"474 29th St, San Francisco, CA, 94131",1725000,2.0,1.0,1260.0,SINGLE_FAMILY,San Francisco,1369.047619047619
"2130 Harrison St Apt 9, San Francisco, CA, 94110",765000,1.0,1.0,970.0,CONDOS,San Francisco,788.659793814433
"64 Parker Ave, San Francisco, CA, 94118",3750000,5.0,3.0,3698.0,CONDOS,San Francisco,1014.0616549486209
"3953 24th St Apt 3, San Francisco, CA, 94114",815000,1.0,2.0,813.0,CONDOS,San Francisco,1002.460024600246
"256 Dorantes Ave, San Francisco, CA, 94116",2715000,4.0,2.0,2236.0,SINGLE_FAMILY,San Francisco,1214.2218246869409
"2049-2055 9th Ave, San Francisco, CA, 94116",1655000,4.0,,2216.0,MULTI_FAMILY,San Francisco,746.8411552346571
"1090 Ingerson Ave, San Francisco, CA, 94124",1080000,5.0,4.0,2057.0,SINGLE_FAMILY,San Francisco,525.0364608653379
"311 Steiner St, San Francisco, CA, 94117",1500000,3.0,1.0,1680.0,SINGLE_FAMILY,San Francisco,892.8571428571429
"605 Carolina St, San Francisco, CA, 94107",975000,2.0,2.0,1100.0,CONDOS,San Francisco,886.3636363636364
"360 Arguello Blvd, San Francisco, CA, 94118",2275000,3.0,2.0,1977.0,CONDOS,San Francisco,1150.733434496712
"3726 Webster St, San Francisco, CA, 94123",1930000,2.0,2.0,1500.0,CONDOS,San Francisco,1286.6666666666667
"35 Dolores St Apt 204, San Francisco, CA, 94103",775000,1.0,1.0,749.0,CONDOS,San Francisco,1034.7129506008012
"219 DE Montfort Ave, San Francisco, CA, 94112",1540000,3.0,3.0,1758.0,SINGLE_FAMILY,San Francisco,875.9954493742889
"1220 25th Ave, San Francisco, CA, 94122",1425000,3.0,2.0,1743.0,CONDOS,San Francisco,817.5559380378658
"1871 Alemany Blvd, San Francisco, CA, 94112",1710000,3.0,2.0,1980.0,SINGLE_FAMILY,San Francisco,863.6363636363636
"205-207 Downey St, San Francisco, CA, 94117",1700000,4.0,,2812.0,MULTI_FAMILY,San Francisco,604.5519203413941
"3521 19th St, San Francisco, CA, 94110",1685000,3.0,2.0,1471.0,SINGLE_FAMILY,San Francisco,1145.4792658055744
"3031 20th St, San Francisco, CA, 94110",1150000,3.0,1.0,1384.0,CONDOS,San Francisco,830.9248554913295
"762 Bay St, San Francisco, CA, 94109",1425000,2.0,1.0,1240.0,CONDOS,San Francisco,1149.1935483870968
"219 Lily St, San Francisco, CA, 94102",1270000,2.0,1.0,1038.0,SINGLE_FAMILY,San Francisco,1223.5067437379575
"255 Berry St Apt 514, San Francisco, CA, 94158",1500000,2.0,2.0,1533.0,CONDOS,San Francisco,978.4735812133073
"135 Duncan St, San Francisco, CA, 94110",2200000,5.0,3.0,2650.0,MULTI_FAMILY,San Francisco,830.188679245283
"257 Whitney St, San Francisco, CA, 94131",2575000,4.0,2.0,1885.0,SINGLE_FAMILY,San Francisco,1366.0477453580902
"1371-1373 16th Ave, San Francisco, CA, 94122",2505000,4.0,2.0,2876.0,MULTI_FAMILY,San Francisco,871.0013908205841
"120 Brewster St, San Francisco, CA, 94110",2500120,3.0,4.0,2560.0,SINGLE_FAMILY,San Francisco,976.609375
"943-945 Sanchez St, San Francisco, CA, 94114",3100000,6.0,,3904.0,MULTI_FAMILY,San Francisco,794.0573770491803
"280 Spear St Unit 23C, San Francisco, CA, 94105",1589000,2.0,2.0,1204.0,CONDOS,San Francisco,1319.7674418604652
"747 Filbert St # A, San Francisco, CA, 94133",2000000,,1.0,980.0,CONDO,San Francisco,2040.8163265306123
"1277 9th Ave, San Francisco, CA, 94122",1650000,8.0,4.0,4260.0,MULTI_FAMILY,San Francisco,387.32394366197184
"986 Carolina St, San Francisco, CA, 94107",1650000,3.0,3.0,1755.0,SINGLE_FAMILY,San Francisco,940.1709401709402
"745 Clementina St Unit A, San Francisco, CA, 94103",1250000,1.0,1.0,3181.0,CONDOS,San Francisco,392.9581892486639
"65 Neptune St, San Francisco, CA, 94124",925000,3.0,2.0,1050.0,SINGLE_FAMILY,San Francisco,880.952380952381
"354 Bradford St, San Francisco, CA, 94110",297500,1.0,2.0,1511.0,SINGLE_FAMILY,San Francisco,196.88947716743877
"5-7 Duncan St, San Francisco, CA, 94110",1475000,6.0,,2560.0,MULTI_FAMILY,San Francisco,576.171875
"1530 Jones St Apt 4, San Francisco, CA, 94109",730000,1.0,1.0,804.0,SINGLE_FAMILY,San Francisco,907.9601990049752
"372 Baltimore Way, San Francisco, CA, 94112",1400000,3.0,2.0,1570.0,SINGLE_FAMILY,San Francisco,891.71974522293
"259 Upper Ter, San Francisco, CA, 94117",1305000,4.0,4.0,2404.0,MULTI_FAMILY,San Francisco,542.8452579034941
"2-4 Montclair Ter, San Francisco, CA, 94109",3690000,5.0,,5424.0,MULTI_FAMILY,San Francisco,680.3097345132743
"8 Octavia St Unit 302, San Francisco, CA, 94102",970000,2.0,2.0,1001.0,CONDOS,San Francisco,969.030969030969
"1048 Union St Apt 19, San Francisco, CA, 94133",9450000,,22.0,171950.0,OTHER,San Francisco,54.95783658040128
"417-419 Hyde St, San Francisco, CA, 94109",1103000,0.0,,6252.0,MULTI_FAMILY,San Francisco,176.42354446577096
"715 Victoria St, San Francisco, CA, 94127",1950000,3.0,3.0,2473.0,SINGLE_FAMILY,San Francisco,788.5159725030328
"1700 Gough St Unit 25, San Francisco, CA, 94109",480000,1.0,1.0,630.0,CONDOS,San Francisco,761.9047619047619
"221 Filbert St, San Francisco, CA, 94133",1400000,1.0,1.0,1082.0,SINGLE_FAMILY,San Francisco,1293.9001848428836
"425 1st St Unit 4202, San Francisco, CA, 94105",1980000,2.0,2.0,1309.0,CONDOS,San Francisco,1512.6050420168067
"514-520 Castro St, San Francisco, CA, 94114",5200000,6.0,,10423.0,MULTI_FAMILY,San Francisco,498.89667082413894
"1826 19th Ave Unit 2, San Francisco, CA, 94122",913440,3.0,2.0,1675.0,CONDOS,San Francisco,545.3373134328358
"584 Castro St, San Francisco, CA, 94114",2400000,,3.0,3834.0,OTHER,San Francisco,625.9780907668231
"2779 Folsom St Apt 6, San Francisco, CA, 94110",2100000,3.0,3.0,2627.0,TOWNHOMES,San Francisco,799.3909402360107
"1915 Laguna St Apt 4, San Francisco, CA, 94115",650000,1.0,1.0,863.0,SINGLE_FAMILY,San Francisco,753.1865585168018
"23A Delmar St, San Francisco, CA, 94117",780000,1.0,1.0,667.0,CONDO,San Francisco,1169.4152923538231
"255 Arkansas St, San Francisco, CA, 94107",1100000,2.0,1.0,958.0,CONDO,San Francisco,1148.2254697286012
"50 Normandie Ter, San Francisco, CA, 94115",9700000,3.0,4.0,3360.0,SINGLE_FAMILY,San Francisco,2886.904761904762
"31 Mangels Ave, San Francisco, CA, 94131",1600000,3.0,3.0,1563.0,SINGLE_FAMILY,San Francisco,1023.6724248240563
"1998 Broadway Apt 904, San Francisco, CA, 94109",1800000,2.0,2.0,980.0,CONDO,San Francisco,1836.734693877551
"1991 California St Apt 111, San Francisco, CA, 94109",7535000,,18.0,18320.0,OTHER,San Francisco,411.2991266375546
"860 N Point St, San Francisco, CA, 94109",1495000,3.0,1.0,1675.0,CONDOS,San Francisco,892.5373134328358
"53 Valparaiso St, San Francisco, CA, 94133",2000000,,6.0,3840.0,OTHER,San Francisco,520.8333333333334
"612 12th Ave, San Francisco, CA, 94118",2400000,4.0,2.0,2750.0,SINGLE_FAMILY,San Francisco,872.7272727272727
"3090 San Bruno Ave Apt C, San Francisco, CA, 94134",2300000,9.0,6.0,4731.0,MULTI_FAMILY,San Francisco,486.1551469034031
"114 Emerald Cove Ter, San Francisco, CA, 94134",1050000,4.0,3.0,1930.0,TOWNHOMES,San Francisco,544.041450777202
"3544 Webster St, San Francisco, CA, 94123",2300000,2.0,2.0,1800.0,CONDOS,San Francisco,1277.7777777777778
"1034 Filbert St Apt 247, San Francisco, CA, 94133",1550000,1.0,1.0,1162.0,CONDOS,San Francisco,1333.907056798623
"1249 Lombard St, San Francisco, CA, 94109",3500000,3.0,2.0,1615.0,CONDOS,San Francisco,2167.1826625387
"156 Lombard St Apt 14, San Francisco, CA, 94111",1075000,2.0,2.0,1388.0,TOWNHOMES,San Francisco,774.4956772334294
"159 Central Ave, San Francisco, CA, 94117",1255000,3.0,1.0,1660.0,CONDOS,San Francisco,756.0240963855422
"3727 Ulloa St, San Francisco, CA, 94116",1420000,4.0,2.0,1577.0,SINGLE_FAMILY,San Francisco,900.4438807863031
"871 Corbett Ave, San Francisco, CA, 94131",1515000,3.0,2.0,1356.0,SINGLE_FAMILY,San Francisco,1117.2566371681417
"1810 Polk St Apt 511, San Francisco, CA, 94109",1030000,2.0,2.0,1123.0,CONDOS,San Francisco,917.186108637578
"914 Russia Ave, San Francisco, CA, 94112",1000000,2.0,1.0,975.0,SINGLE_FAMILY,San Francisco,1025.6410256410256
"10 Innes Ct Unit 405, San Francisco, CA, 94124",869800,3.0,2.0,1550.0,CONDOS,San Francisco,561.1612903225806
"32 Richland Ave Unit A, San Francisco, CA, 94110",710000,2.0,1.0,885.0,APARTMENT,San Francisco,802.2598870056497
"135 Scott St, San Francisco, CA, 94117",1390000,2.0,1.0,1091.0,CONDOS,San Francisco,1274.0604949587535
"875 California St Unit 605, San Francisco, CA, 94108",1700000,2.0,2.0,1212.0,CONDOS,San Francisco,1402.6402640264027
"1209 Stanyan St, San Francisco, CA, 94117",2200000,2.0,1.0,1330.0,SINGLE_FAMILY,San Francisco,1654.1353383458647
"31-35 Frederick St, San Francisco, CA, 94117",1100000,2.0,3.0,2396.0,MULTI_FAMILY,San Francisco,459.0984974958264
"2200 Sacramento St Apt 503, San Francisco, CA, 94115",1595000,2.0,2.0,1130.0,CONDOS,San Francisco,1411.504424778761
"534 18th Ave, San Francisco, CA, 94121",1200000,4.0,2.0,1980.0,SINGLE_FAMILY,San Francisco,606.060606060606
"1153-1155 Florida St, San Francisco, CA, 94110",3000000,5.0,5.0,3006.0,MULTI_FAMILY,San Francisco,998.003992015968
"714 Page St, San Francisco, CA, 94117",1200000,3.0,1.0,1000.0,CONDOS,San Francisco,1200.0
"201 Sansome St Unit 1004, San Francisco, CA, 94104",1325000,2.0,2.0,1538.0,CONDOS,San Francisco,861.5084525357607
"19 Farallones St, San Francisco, CA, 94112",690000,2.0,1.0,800.0,SINGLE_FAMILY,San Francisco,862.5
"5320 Diamond Heights Blvd Apt 105K, San Francisco, CA, 94131",675000,1.0,1.0,682.0,CONDOS,San Francisco,989.7360703812317
"1119 Gilman Ave, San Francisco, CA, 94124",600000,,1.0,1162.0,SINGLE_FAMILY,San Francisco,516.3511187607573
"1063-1065 Sanchez St, San Francisco, CA, 94114",1325000,4.0,1.0,2252.0,MULTI_FAMILY,San Francisco,588.3658969804618
"3139 Balboa St, San Francisco, CA, 94121",1400000,,2.0,2558.0,MULTI_FAMILY,San Francisco,547.3025801407349
"315 Santa Rosa Ave Apt 2, San Francisco, CA, 94112",1050000,3.0,2.0,1539.0,CONDO,San Francisco,682.261208576998
"627 London St, San Francisco, CA, 94112",908000,2.0,1.0,1131.0,SINGLE_FAMILY,San Francisco,802.8293545534925
"1200 42nd Ave, San Francisco, CA, 94122",1565000,8.0,4.0,3066.0,MULTI_FAMILY,San Francisco,510.43705153294195
"1200 California St Unit 10A, San Francisco, CA, 94109",1250000,1.0,1.0,1450.0,CONDOS,San Francisco,862.0689655172414
"115 Pinehurst Way, San Francisco, CA, 94127",2305000,3.0,3.0,2655.0,SINGLE_FAMILY,San Francisco,868.1732580037665
"3636 Baker St, San Francisco, CA, 94123",8260000,5.0,3.0,4275.0,SINGLE_FAMILY,San Francisco,1932.1637426900584
"219 Denslowe Dr, San Francisco, CA, 94132",2000000,3.0,3.0,1712.0,SINGLE_FAMILY,San Francisco,1168.2242990654206
"3001 San Bruno Ave, San Francisco, CA, 94134",1100000,,,2640.0,MULTI_FAMILY,San Francisco,416.6666666666667
"960 Market St Unit 203, San Francisco, CA, 94102",599000,1.0,1.0,637.0,CONDO,San Francisco,940.3453689167975
"2367 32nd Ave, San Francisco, CA, 94116",2330000,3.0,4.0,2025.0,SINGLE_FAMILY,San Francisco,1150.6172839506173
"2133 Vallejo St # 3, San Francisco, CA, 94123",1950000,2.0,2.0,1365.0,CONDO,San Francisco,1428.5714285714287
"255 Shipley St, San Francisco, CA, 94107",2850000,,2.0,8500.0,OTHER,San Francisco,335.29411764705884
"3514 Pierce St, San Francisco, CA, 94123",2340000,2.0,2.0,1521.0,CONDOS,San Francisco,1538.4615384615386
"33 Beulah St, San Francisco, CA, 94117",1365000,2.0,1.0,1077.0,CONDOS,San Francisco,1267.4094707520892
"3240-3242 Clay St, San Francisco, CA, 94115",3560000,4.0,,2750.0,MULTI_FAMILY,San Francisco,1294.5454545454545
"431 Bacon St, San Francisco, CA, 94134",840000,4.0,3.0,1877.0,SINGLE_FAMILY,San Francisco,447.522642514651
"1930 Hayes St Apt 4, San Francisco, CA, 94117",1065000,2.0,2.0,837.0,CONDOS,San Francisco,1272.4014336917562
"2742-2744 Sutter St, San Francisco, CA, 94115",2100000,8.0,4.0,3450.0,MULTI_FAMILY,San Francisco,608.695652173913
"250 King St Unit 950, San Francisco, CA, 94107",2290000,1.0,1.0,797.0,CONDO,San Francisco,2873.2747804265996
"2314 43rd Ave, San Francisco, CA, 94116",1250000,2.0,1.0,800.0,SINGLE_FAMILY,San Francisco,1562.5
"736 Lyon St, San Francisco, CA, 94115",1840000,3.0,3.0,1727.0,CONDO,San Francisco,1065.4313839027216
"714 Chenery St, San Francisco, CA, 94131",2758000,4.0,4.0,2497.0,SINGLE_FAMILY,San Francisco,1104.52543051662
"773 15th Ave, San Francisco, CA, 94118",1925000,3.0,1.0,1400.0,SINGLE_FAMILY,San Francisco,1375.0
"50 Lansing St Unit 602, San Francisco, CA, 94105",1399000,2.0,2.0,1354.0,CONDOS,San Francisco,1033.234859675037
"601 Van Ness Ave Apt 348, San Francisco, CA, 94102",325000,0.0,1.0,442.0,CONDOS,San Francisco,735.2941176470588
"1030 Pacheco St, San Francisco, CA, 94116",1580000,3.0,2.0,1345.0,SINGLE_FAMILY,San Francisco,1174.721189591078
"2177 3rd St Unit 622, San Francisco, CA, 94107",829000,1.0,1.0,651.0,CONDOS,San Francisco,1273.4254992319509
"1515 Union St Unit Ph 4, San Francisco, CA, 94123",2550000,2.0,2.0,1618.0,CONDOS,San Francisco,1576.0197775030902
"160 S Lake Merced Hls, San Francisco, CA, 94132",1220000,3.0,2.0,2062.0,TOWNHOMES,San Francisco,591.658583899127
"1273 28th Ave, San Francisco, CA, 94122",2400000,3.0,2.0,2250.0,SINGLE_FAMILY,San Francisco,1066.6666666666667
"315 Colon Ave, San Francisco, CA, 94127",1650000,,1.0,1940.0,SINGLE_FAMILY,San Francisco,850.5154639175257
"115 Hoffman Ave, San Francisco, CA, 94114",2585000,4.0,2.0,2377.0,SINGLE_FAMILY,San Francisco,1087.505258729491
"11 Sparta St, San Francisco, CA, 94134",1080000,3.0,2.0,1965.0,SINGLE_FAMILY,San Francisco,549.6183206106871
"222 Stillings Ave, San Francisco, CA, 94131",1475000,3.0,3.0,1413.0,SINGLE_FAMILY,San Francisco,1043.8782731776362
"2886 16th St, San Francisco, CA, 94103",2686888,1.0,,8640.0,MULTI_FAMILY,San Francisco,310.9824074074074
"117 Frederick St Unit A, San Francisco, CA, 94117",1315000,1.0,1.0,992.0,CONDOS,San Francisco,1325.6048387096773
"1385-1387 Vallejo St, San Francisco, CA, 94109",1700000,6.0,3.0,2832.0,MULTI_FAMILY,San Francisco,600.2824858757062
"2124 18th Ave, San Francisco, CA, 94116",1488000,2.0,1.0,1430.0,SINGLE_FAMILY,San Francisco,1040.5594405594406
"11 30th St, San Francisco, CA, 94110",1150000,,1.0,1500.0,SINGLE_FAMILY,San Francisco,766.6666666666666
"2685 California St, San Francisco, CA, 94115",1600000,3.0,3.0,1865.0,CONDOS,San Francisco,857.9088471849866
"2635 San Jose Ave, San Francisco, CA, 94112",810000,,2.0,1563.0,SINGLE_FAMILY,San Francisco,518.2341650671785
"4532 Irving St, San Francisco, CA, 94122",1200000,8.0,4.0,3626.0,MULTI_FAMILY,San Francisco,330.9431880860452
"1209 35th Ave, San Francisco, CA, 94122",337500,,1.0,1317.0,SINGLE_FAMILY,San Francisco,256.26423690205013
"1517 12th Ave, San Francisco, CA, 94122",3250000,5.0,5.0,4853.0,MULTI_FAMILY,San Francisco,669.6888522563363
"2259 27th Ave, San Francisco, CA, 94116",1750000,3.0,2.0,1841.0,SINGLE_FAMILY,San Francisco,950.5703422053232
"1090 Page St Apt 2, San Francisco, CA, 94117",925000,2.0,1.0,813.0,CONDOS,San Francisco,1137.7613776137762
"116 Stanyan St, San Francisco, CA, 94118",3850000,4.0,4.0,3067.0,SINGLE_FAMILY,San Francisco,1255.2983371372677
"942 Market St Unit 301, San Francisco, CA, 94102",400000,1.0,1.0,769.0,CONDOS,San Francisco,520.1560468140442
"2154 Market St Apt A, San Francisco, CA, 94114",1330000,2.0,1.0,1097.0,CONDOS,San Francisco,1212.3974475843208
"879 Alabama St, San Francisco, CA, 94110",1250000,2.0,2.0,1093.0,CONDO,San Francisco,1143.6413540713631
"2300 29th Ave, San Francisco, CA, 94116",1300000,3.0,2.0,1255.0,SINGLE_FAMILY,San Francisco,1035.8565737051792
"1120-1126 Jackson St, San Francisco, CA, 94133",1525000,16.0,,10144.0,MULTI_FAMILY,San Francisco,150.3351735015773
"3669 18th St, San Francisco, CA, 94110",750000,,4.0,3720.0,OTHER,San Francisco,201.61290322580646
"703 Crescent Ave, San Francisco, CA, 94110",1110000,2.0,1.0,903.0,SINGLE_FAMILY,San Francisco,1229.235880398671
"1131 Shrader St, San Francisco, CA, 94117",1825000,2.0,1.0,1564.0,CONDOS,San Francisco,1166.8797953964195
"318 Spear St Unit 5H, San Francisco, CA, 94105",900000,1.0,1.0,835.0,CONDOS,San Francisco,1077.8443113772455
"1177 California St Apt 1533, San Francisco, CA, 94108",515000,1.0,1.0,756.0,CONDO,San Francisco,681.2169312169312
"2817 26th St, San Francisco, CA, 94110",700000,2.0,1.0,960.0,CONDO,San Francisco,729.1666666666666
"52 Kirkwood Ave Apt 404, San Francisco, CA, 94124",399000,0.0,1.0,514.0,CONDOS,San Francisco,776.2645914396887
"2244 Greenwich St, San Francisco, CA, 94123",1905000,2.0,2.0,1398.0,CONDOS,San Francisco,1362.6609442060085
"1647 18th St, San Francisco, CA, 94107",545915,1.0,1.0,778.0,TOWNHOMES,San Francisco,701.6902313624679
"2395 42nd Ave, San Francisco, CA, 94116",1210000,2.0,1.0,1212.0,SINGLE_FAMILY,San Francisco,998.3498349834983
